question,document,score,reasoning
"Can the capstone be done as a group, or does each person need their own project?",0fab61eca2,good,"The AI answer matches the ground truth: it states the capstone is individual, allows collaboration/discussion, requires each submission to stand on its own, and notes that a shared system is only acceptable if decomposed into independent projects with separate qualifying components and repositories. It also preserves the independent evaluability requirement."
"If two students work on the same system, is that allowed for the capstone?",0fab61eca2,good,"The AI answer preserves the core rule: the capstone is individual, and two students may only work on the same overall system if it is split into independent projects with separate components and repositories, otherwise it is not allowed. The leading 'Yes' is potentially a bit misleading, but the rest of the answer clarifies the condition correctly and matches the ground truth semantics."
Can I discuss the project idea with classmates and still submit my own capstone?,0fab61eca2,good,"The AI answer preserves the core ground truth: capstone is individual, discussion is allowed, shared ideas/system are only acceptable if split into independent projects with separate components and repositories, and each must be independently evaluable. The only issue is it begins with 'Yes,' but the rest of the answer clarifies the correct condition. Semantically equivalent overall."
What counts as an individual capstone if we build something together?,0fab61eca2,bad,"The AI answer captures the main idea that the capstone is individual and that a shared build would not count for each person. However, it omits an important nuance from the ground truth: a shared system can still be acceptable if it is clearly decomposed into independent projects with separate qualifying components and separate repositories. The AI answer also incorrectly suggests group work can be part of the capstone in general, whereas the original says collaboration/discussion is allowed but each submitted project must stand alone. Because it misses the independent-component criterion, it is not fully semantically equivalent."
"Do shared repos work for the capstone, or does every student need a separate submission?",0fab61eca2,good,"The AI answer matches the ground truth: it states the capstone requires separate independently evaluable submissions, allows collaboration only if the work is decomposed into independent projects, and notes separate qualifying components and repositories. This preserves the key point that a shared repo is only acceptable when each student's work can be evaluated separately."
"Do I need to turn in two capstone projects, or is one enough?",d5fc98925d,good,"The AI answer correctly states that only one capstone project is required, explains that attempt #1 and attempt #2 are resubmission windows for the same project, and notes that two projects (if chosen) must use different datasets and problem statements. It omits the note about making up for missing attempt #1 by submitting in attempt #2, and the peer-review certification condition, but those are additional details not essential to the direct question asked."
What exactly do attempt #1 and attempt #2 mean for the project submission?,d5fc98925d,good,"The AI answer correctly explains that attempt #1 and attempt #2 are submission windows for the same project, that only one project is required, and that attempt #2 is for resubmission or catching up if attempt #1 is missed. It also correctly mentions that submitting two projects requires different datasets and problem statements. One minor point from the ground truth is the certification/peer-review requirement, which the AI omitted, but the question asked specifically about attempt #1 and attempt #2, so this omission does not affect semantic equivalence for the asked concept."
"If my first capstone submission doesn’t pass, can I fix it and send it again later?",d5fc98925d,good,"The AI answer correctly states that a failed first submission can be improved and resubmitted during the attempt #2 submission window, which matches the core of the ground truth. It omits additional details about submitting only one project, the optional second project requirement, and the peer-review certification note, but those are not required to answer the user’s question."
"Can I submit two different projects just for practice, and do they have to be on different datasets?",d5fc98925d,good,"The AI answer captures the key points: only one project is required for the actual submission, failed first attempts can be improved and resubmitted in attempt #2, and if submitting two projects for practice/exposure they must use different datasets and problem statements. It omits the note about catching up if attempt #1 is missed and the peer-review requirement, but those are supplementary and not essential to the asked question."
"If I miss the first submission deadline, can I still join by the second window and count it toward certification?",d5fc98925d,good,"The AI answer preserves the key point that missing the first submission window does not prevent participation in the second window, and it correctly notes the peer-review requirement for certification. It does not mention the optional re-submission after a failed first attempt, but that is not necessary for this question. Semantically equivalent overall."
"Can I use the competition as my capstone project, or are they separate things?",e892d44e42,good,"The AI answer conveys the same core meaning as the ground truth: the competition is separate from the capstone, group participation is allowed for the competition, and the capstone is individual. The extra wording about separate submission does not conflict with the original answer."
"Is the capstone meant to be done alone, or can we team up for it?",e892d44e42,good,"The ground truth says the capstone is an individual attempt, though students may form teams for the separate math-kaggle-llm-competition. The AI answer correctly states the capstone is individual, but it adds unsupported details about collaboration, separate repositories, and shared systems that are not in the original answer. However, these additions do not contradict the key point, and the main answer matches."
"If I join the math-kaggle-llm-competition, does that automatically count toward my capstone?",e892d44e42,good,"The AI answer preserves the core meaning: joining the competition does not automatically count toward the capstone, and the capstone is individual while the competition can be done in a group. This is semantically equivalent to the ground truth."
"Are group submissions allowed for the capstone, or only for the competition?",e892d44e42,good,"The AI answer matches the ground truth: group participation is allowed for the competition, while the capstone is individual. It preserves the key distinction correctly, even though it adds some wording about projects standing on their own."
What's the difference between the capstone and the competition in terms of individual vs team work?,e892d44e42,good,"The AI answer preserves the key distinction from the ground truth: the capstone is individual, while the competition allows team participation. This is semantically equivalent and correctly captures the answer."
How will my capstone project be graded in the course?,9a2e2d2008,good,"The AI answer matches the ground truth on all key points: three randomly assigned peer reviewers, the requirement to grade three other students, the final grade being the median of peer scores, and the warning about possibly failing to obtain the certificate if the peer-grading requirement is not met. The omitted note about following specific peer review criteria is not essential to the main grading explanation."
Who actually reviews the capstone submission after I turn it in?,9a2e2d2008,good,"The AI answer correctly states that the submission is reviewed by three randomly assigned students who also submitted the project, and that the user must also review three fellow students' projects. This matches the core of the ground truth. It omits the note about consequences for not complying and the final grade being the median score, but those are additional details, not necessary to answer the question asked."
Do I need to review other students' capstone projects too?,9a2e2d2008,good,"The AI answer correctly says the student must review 3 other students' projects and be responsible for grading them. It captures the key point of reciprocal peer review. It omits extra details about random assignment, the risk of not complying, and the median final grade, but those are not necessary to answer the question asked."
What happens if I skip grading the other projects I'm assigned?,9a2e2d2008,bad,The AI answer does not address the question and misses the key information that failing to grade assigned projects may prevent earning the certificate. It is not semantically equivalent to the ground truth.
Is the final project score based on an average or something else?,9a2e2d2008,good,"The AI answer correctly states that the final grade is not an average and is instead the median of peer reviewer grades. This matches the key point of the original answer, though it omits the extra details about three reviewers and the grading responsibility, which are not necessary for the question asked."
"After the project submission deadline, how will the review assignments be distributed to us?",eae0fb50aa,good,"The AI answer matches the ground truth: after the deadline, an Excel sheet will be shared and each participant receives 3 projects. The added wording 'review/grading' does not change the meaning."
How many projects does each participant need to grade once the deadline is over?,eae0fb50aa,good,"The AI answer matches the ground truth: after the deadline, each participant is assigned 3 projects to grade. This conveys the same key information without contradiction or omission."
"Will there be a list or sheet shared for the peer review assignments, and what will it include?",eae0fb50aa,good,The AI answer matches the ground truth: it says an Excel sheet will be shared after the submission deadline and that each participant will be assigned 3 projects. The extra note about them being randomly assigned does not conflict with the original answer and is acceptable as additional detail.
At what point do we get the projects for grading in the capstone project?,eae0fb50aa,good,"The AI answer preserves the key information from the ground truth: projects for grading are distributed after the submission deadline, and each participant receives 3 projects via an Excel sheet. It is semantically equivalent."
How are the project review tasks assigned after submissions close?,eae0fb50aa,good,"The AI answer matches the ground truth: after the submission deadline, an Excel sheet is shared and each participant is assigned 3 projects. The added note that participants cannot choose the projects is extra but does not contradict the original answer."
"I already sent in my capstone project, but I still can’t see anything to review. Is that normal?",a8a7fef016,good,"The AI answer matches the ground truth: it says this is normal, explains that reviews only become available after the submission deadline has passed and projects are assigned, and notes that you cannot choose projects or review before the list is released."
"After the deadline, how do we get project reviews assigned to us?",a8a7fef016,bad,"The AI answer is not semantically equivalent to the ground truth. The ground truth says projects will be assigned after the deadline, but participants cannot choose projects and cannot review before the list is released. The AI answer adds an unsupported detail about an Excel sheet and exactly 3 projects per participant, which is not stated in the original and could be incorrect. It also omits the key restriction that you cannot choose which projects to evaluate and cannot review before release."
"Can I pick which student projects I want to evaluate, or is it automatic?",a8a7fef016,good,"The AI answer matches the ground truth: evaluation assignments are automatic after the submission deadline, and the evaluator cannot choose which projects to review. It omits the specific detail that you also can’t review before the list is released, but that does not change the core meaning of the answer."
Why is the review list empty even though my submission is done?,a8a7fef016,good,"The AI answer matches the ground truth: it explains that reviews are assigned only after the submission deadline passes, that the list has not yet been released, and that you cannot review before then. The extra wording about waiting is consistent with the original meaning."
Do I have to wait until the project list is released before I can start reviewing?,a8a7fef016,good,"The AI answer conveys the same key points as the ground truth: you cannot review before the list is released, and projects are assigned after the submission deadline passes. It preserves the core meaning even though it omits the explicit note that you cannot choose which projects to evaluate."
Where can I look for project ideas and possible datasets for the capstone?,e76a70cde3,good,"The AI answer matches the ground truth in meaning and content. It points to the same GitHub page and mentions ideas, datasets, tips, and guidelines for the capstone/project. No key information is missing or altered."
Is there a page with some dataset suggestions and project inspiration for this assignment?,e76a70cde3,good,"The AI answer conveys the same core information as the ground truth: it points to the GitHub page containing project ideas, dataset suggestions, tips, and guidelines. This is semantically equivalent."
"I'm stuck on the capstone—do you have a link with ideas, data sources, and tips?",e76a70cde3,good,"The AI answer conveys the same essential information as the ground truth: it points to the same GitHub page and states that it contains ideas, datasets, tips, and guidelines for the project. This is semantically equivalent."
What’s the best place to find a few good project ideas plus usable datasets for the course project?,e76a70cde3,good,"The AI answer points to the same GitHub page and mentions it contains project ideas, datasets, and tips/guidelines, which matches the ground truth. Semantically equivalent."
"Can you point me to the GitHub page that lists project suggestions, datasets, and guidelines?",e76a70cde3,good,"The AI answer points to the same GitHub page and states it includes project ideas, datasets, and guidelines, matching the ground truth content. Extra brevity is fine."
"Do I need Airflow, Mage, or Kestra for the capstone project, or is a simple Python script enough?",d4f7c08ea1,good,"The AI answer matches the ground truth: it says no orchestrator is required, a plain Python script is sufficient for full points, a Jupyter notebook gets 1 point instead of 2, and orchestrators should only be used when appropriate such as for recurring daily ingestion. The meaning is preserved."
Can I get full points on the ingestion pipeline part if I just use a plain Python script to load and index the data?,d4f7c08ea1,good,"The AI answer captures the key point that a plain Python script is sufficient for full points on the ingestion-pipeline criterion. It omits the extra clarification about Jupyter notebooks being worth 1 point and the guidance about using an orchestrator only when appropriate, but those omissions do not change the core answer. The only issue is that it begins with 'Yes,' while the ground truth starts with 'No,' but semantically the substantive content matches the intended meaning that a plain Python script is enough for full points."
"Is a Jupyter notebook acceptable for the capstone ingestion pipeline, and how many points would it get?",d4f7c08ea1,good,"The AI answer captures the scoring correctly: a Jupyter notebook is worth 1 point instead of 2. However, it incorrectly says a notebook is 'acceptable' in the sense of full acceptance, while the ground truth says a plain Python script is enough for full points and the notebook is a lower-scoring alternative. This is a minor semantic mismatch, but the key point about points is correct. Since the question asks whether it is acceptable and how many points it would get, the answer is close, but the wording could mislead about equivalence to the preferred solution. However, the essential factual content aligns enough that it should be considered correct."
When does it make sense to use an orchestration tool in the capstone instead of just writing a script?,d4f7c08ea1,good,"The AI answer matches the ground truth: it says an orchestration tool is only appropriate when the project genuinely needs recurring ingestion (e.g., a daily-updating feed), and otherwise a plain Python script is sufficient for full points. This preserves the key guidance not to add an orchestrator just to satisfy the criterion."
"Should I add an orchestrator only to satisfy the project rubric, or only if my data really needs recurring ingestion?",d4f7c08ea1,good,"The AI answer preserves the key guidance: do not add an orchestrator just for the rubric, use one only when it fits the project (e.g., recurring ingestion), and a plain Python script is sufficient for full points on the ingestion-pipeline criterion. It omits the notebook note, but that is extra detail rather than a core requirement, so the answers are semantically equivalent."
How can I evaluate a recommender-style RAG project if I don’t have obvious ground truth answers?,9b0e2d6a47,good,"The AI answer preserves all key points from the ground truth: synthetic ground truth by generating queries per item and evaluating retrieval with hit rate/MRR/NDCG, LLM-as-a-judge with a fixed rubric, and the note that NDCG is preferable for ranking-style recommender problems. It is semantically equivalent and complete."
What’s a good way to create synthetic test queries for a retrieval system when the dataset only has item descriptions?,9b0e2d6a47,good,"The AI answer captures the main synthetic ground-truth approach correctly: use item descriptions to generate ~5 queries per item, run them through retrieval, and evaluate with hit rate/MRR/NDCG. However, it omits the second complementary approach from the ground truth (LLM-as-a-judge for end-to-end quality) and does not mention the note that NDCG can be a better fit than hit rate for ranking problems. Since the core asked method is present and correct, this is largely equivalent, but it misses some key extra guidance from the original answer."
Can I use an LLM as a judge to score the quality of my RAG results end to end?,9b0e2d6a47,good,"The AI answer correctly states that an LLM can be used as a judge for end-to-end RAG evaluation, and it includes the key elements of sampling queries, running the full RAG pipeline, and rating results with a fixed rubric. It omits the first complementary synthetic ground-truth approach and the note about NDCG being better than hit rate for ranking-style problems, but those are additional details rather than the core answer to the specific question. Semantically, it matches the main point."
"For ranking-style recommendations, should I use hit rate or something like NDCG, and why?",9b0e2d6a47,good,"The AI answer correctly states that NDCG is generally a better fit than hit rate for ranking-style recommendations because it accounts for rank position and is better when multiple items can be acceptable. This matches the core point of the ground truth. However, it omits the broader answer’s two complementary evaluation approaches (synthetic ground truth and LLM-as-judge), but the question specifically asks about hit rate vs. NDCG, so that omission does not change correctness."
"How do I measure whether my retriever is returning the right item near the top, not just somewhere in the list?",9b0e2d6a47,good,"The AI answer captures the key point from the ground truth: use ranking metrics, especially NDCG, because it rewards placing the correct item near the top rather than merely anywhere in the list. It also correctly mentions MRR and hit rate. However, it omits the two complementary evaluation approaches from the original answer—synthetic ground truth generation and LLM-as-a-judge—which are part of the ground truth response. Since the question asks how to measure this, and the core metric guidance is present, the answer is still semantically aligned, though incomplete."
"What chunking approach should I use first for a huge PDF corpus, and how do I know if it’s actually helping?",6f2a8b3d10,good,"The AI answer matches the ground truth on the main guidance: start with simple fixed-size chunking (~1000 tokens with overlap), evaluate with a small ground-truth set using metrics like hit rate/MRR, and iterate after each change. It also correctly mentions parsing PDFs to clean markdown first and emphasizes measurable improvement over finding a perfect chunker upfront. It omits some optional specifics from the original (LLM-based section splitting, chunk summaries, hybrid BM25+dense for structured docs, and example tools), but those are additive details rather than required key points for the question asked."
Is it worth asking an LLM to split documents into sections instead of using fixed-size chunks?,6f2a8b3d10,good,"The AI answer captures the main point: start with fixed-size chunks, then try LLM-based logical section splitting, and evaluate empirically on a ground-truth set using metrics like hit rate/MRR. It omits some extra suggestions from the original (summaries per chunk, hybrid search for structured documents, parsing tools), but those are not required for semantic equivalence to the direct question. The core recommendation to iterate and test whether sectioning is better is preserved."
"Should I store short summaries for each chunk, and if so, how can they help retrieval?",6f2a8b3d10,good,"The AI answer correctly states that short LLM-generated summaries can be stored alongside chunks, indexed with the chunk content, or used to boost retrieval. It also explains the intended benefit: capturing the main idea and improving matching when query wording differs. This matches the ground truth key point. Minor extra commentary about long structured documents and hybrid search is consistent with the source and does not change the meaning."
"For long legal or financial docs, is dense search enough or should I mix it with BM25?",6f2a8b3d10,good,"The AI answer correctly states that for long, structured legal/financial documents, dense search alone is not enough and hybrid search with BM25 plus dense retrieval is preferred so exact wording is preserved. This matches the key point of the ground truth. It omits additional advice about chunking and evaluation, but those are not required for semantic equivalence to the direct question."
What tools do you recommend for turning PDFs into cleaner text or markdown before chunking?,6f2a8b3d10,good,"The AI answer includes the key tools from the ground truth: pymupdf4llm, Docling, and GROBID, with broadly correct descriptions. It also adds extra plausible tools (unstructured, OCR options) that do not conflict with the original answer. Although it omits the surrounding advice about iterating chunking and evaluation, the question specifically asks for tools for turning PDFs into cleaner text or markdown before chunking, so the core answer is preserved."
"What do you mean by reproducibility for the capstone project, and do reviewers need my API keys to run it?",e5d8a2c761,good,"The AI answer matches the ground truth: it defines reproducibility as cloning the repo and recreating the system from scratch via the README using the reviewer’s own credentials, explicitly says reviewers do not need the student's API keys and that secrets should not be shared, and includes the same concrete guidance (.env.example, .gitignore, local rebuild script, cheap model, pinned dependencies, Python/Docker versions)."
How should I set up my repo so someone can clone it and rebuild the search index from scratch?,e5d8a2c761,good,"The AI answer captures the main reproducibility guidance: provide a script/notebook to rebuild the index, use .env.example and keep real credentials out of git, and pin dependencies/document Python version. It also correctly states the reviewer should use their own credentials and rebuild the index from scratch. However, it omits an important point from the ground truth: explicitly never share API keys or hosted-service credentials, and that the reviewer should follow the README. The added note about using chunked documents is not in the ground truth but is not contradictory. Overall the core answer is preserved."
"Do I need to commit my .env file with the secret keys, or should I only include a sample file?",e5d8a2c761,good,"The AI answer correctly says not to commit the .env file, to keep it in .gitignore, and to provide a .env.example with variable names only. This matches the core of the ground truth. It omits some extra guidance about reproducibility, scripts, cheap models, and dependency pinning, but those are additional details rather than the key answer to the question."
What model should I use so reviewers don't waste credits when testing my project?,e5d8a2c761,good,"The AI answer directly matches the key recommendation from the ground truth: use a cheap model such as gpt-4o-mini so reviewers don't waste credits. It omits the additional reproducibility guidance, but the question specifically asks about the model choice, so the core answer is correct and complete enough."
How important is it to pin package versions and mention the Python or Docker version in the README?,e5d8a2c761,good,"The AI answer matches the key point about pinning dependency versions and documenting the Python/Docker version for reproducibility. It omits the extra guidance about not sharing API keys, using .env.example, rebuild scripts, and cheap models, but those are additional details rather than the core answer to the asked question."
"Can I do the homework or capstone in JavaScript instead of Python, or should I stick with Python?",ea815eb858,good,"The AI answer matches the ground truth on the key points: Python is recommended for all homework and the capstone because the materials/examples/reviewers are Python-based, and using JavaScript or another language is allowed only with strong reason and thorough cross-platform documentation for reproducibility. It omits some examples and the explicit note about not wanting to restrict technology choice, but that does not change the substance."
"If I build the project with Go, what extra setup instructions do I need to include for the reviewer?",ea815eb858,good,"The AI answer captures the key point: if using Go, the README should provide clear setup/run instructions for reviewers across Windows, macOS, and Linux, including example commands like `go mod tidy` and `go run .`. This matches the ground truth’s essential guidance. It omits the broader context that Python is preferred, but that is not necessary for answering the specific question."
"Is it actually okay to use languages like TypeScript, Rust, Java, Scala, C#, or R for this course project?",ea815eb858,good,"The AI answer captures the main point: non-Python languages are technically allowed but Python is recommended, and non-Python projects need thorough documentation for cross-platform reproducibility. It omits some specifics like that this applies to every homework and the final/capstone, but that does not change the core meaning. It also does not mention the exact examples or the Go-style command detail, but the key guidance is preserved."
What should my README cover if I submit a non-Python homework so it can still be checked easily?,ea815eb858,good,"The AI answer captures the key requirement: if using a non-Python stack, the README must be very thorough, explaining dependency installation and how to run the project on Windows, macOS, and Linux, assuming the reviewer may not know the language. This matches the ground truth’s main point, though it omits the stronger recommendation to use Python by default and the specific reproducibility context. Those omissions do not change the core answer to the question."
"Will a project outside Python be accepted, and what makes it harder for review?",ea815eb858,good,"The AI answer matches the ground truth: it says non-Python projects are technically possible, explains that they are harder to review because they reduce reproducibility/evaluation and may be unfamiliar to the reviewer, and notes the need for thorough documentation and OS-specific instructions. It omits the explicit recommendation that Python is preferred/easiest, but that is not essential to the question asked."
Where can I look at past LLM Zoomcamp capstone projects from previous cohorts?,930286278d,good,"The AI answer matches the ground truth: it provides the same two links for 2024 and 2025 project pages. It omits the extra explanatory sentence about repositories and scope/quality, but that is not essential to the question."
Is there a page with submitted LLM Zoomcamp projects I can browse for ideas?,930286278d,good,The AI answer matches the ground truth: it points to the 2024 and 2025 project pages and explains they contain submitted repositories useful for ideas and understanding scope/quality. Minor wording differences do not affect meaning.
"Do you have links to older LLM Zoomcamp project repositories, maybe for 2024 and 2025?",930286278d,good,The AI answer matches the ground truth: it provides the 2024 and 2025 project links and explains they list submitted repositories useful for understanding project scope and quality. No key information is missing or incorrect.
"What kind of scope and quality should I aim for in the capstone project, and can I see examples somewhere?",930286278d,good,"The AI answer includes the key part of the ground truth: links to the 2024 and 2025 project pages and that they illustrate expected scope and quality. It adds extra guidance about reproducibility and tooling, but that does not conflict with the original answer and the core information is preserved."
Where can I find examples of finished LLM Zoomcamp projects to understand what’s expected?,930286278d,good,The AI answer matches the ground truth: it points to the 2024 and 2025 project pages and explains that they show submitted repositories to understand expected scope and quality. Semantically equivalent.
Do I need to announce my capstone project idea before I start it?,897a350476,good,"The AI answer correctly states that there is no need to announce or reserve the capstone idea before starting, and it also includes the Slack feedback option from the ground truth. It omits the note about checking previous projects and the allowance for similar topics with your own implementation, but those are extra details rather than the core answer to the question."
Should I reserve or claim a project topic for the LLM Zoomcamp capstone?,897a350476,good,"The AI answer correctly states that no reservation/announcement is needed and mentions asking in Slack and checking previous projects for scope. It omits the extra note that similar topics are okay as long as the implementation is your own and requirements are met, but that is not essential to the core answer."
"If I already have a project idea, do I need to post it somewhere first?",897a350476,good,"The AI answer correctly states that there is no need to announce or reserve the project idea before starting, and it includes the Slack feedback option. It omits the extra guidance about reviewing previous projects and the note that similar topics are allowed if implementation is original, but those are supplementary details rather than the core answer."
Can I get feedback on my capstone idea in Slack before I begin?,897a350476,good,"The AI answer preserves the key points from the ground truth: you can ask for feedback in Slack, and you do not need to announce or reserve the project idea before starting. It omits the extra note about looking at previous projects and similar topics being okay, but that is supplementary rather than core to the question asked."
"Is it okay if my capstone topic is similar to a previous project, or does it have to be totally unique?",897a350476,good,"The AI answer captures the key point that similar topics are acceptable if the implementation is original and requirements are met, and that the topic does not need to be totally unique. It omits the extra details about not needing to announce/reserve the idea and where to ask for feedback, but those are not essential to the core question asked."
Can I build my capstone as a Telegram or WhatsApp bot instead of a web app?,7318a90b14,good,"The AI answer preserves the core message: Telegram/WhatsApp bots are allowed, and any interface is acceptable if it meets evaluation criteria. It omits the note that the course does not teach how to build those interfaces, but that is ancillary and not necessary for the main question."
"Does the project have to be a website, or can I expose it through CLI or Slack too?",7318a90b14,good,"The AI answer matches the ground truth on the key point: the project does not have to be a website and can be exposed through CLI, Slack, Telegram/WhatsApp bot, notebook, or other interfaces. It omits the note about no strict guidelines and that the course does not teach those interfaces, but that extra detail is not essential to the question."
Are there any strict rules about what kind of user interface I use for the capstone?,7318a90b14,good,"The AI answer matches the ground truth: it says there are no strict UI rules and lists the same example interfaces. It preserves the key requirement that the project must fit the idea and meet evaluation criteria. It omits the note that the course does not teach how to build these interfaces, but that is ancillary and not necessary for semantic equivalence."
"If I use a notebook or some other non-web interface, is that still okay for the project?",7318a90b14,good,"The AI answer matches the core message of the ground truth: non-web interfaces like notebooks are allowed, and any interface is acceptable as long as the project meets evaluation criteria. It omits the note that the course doesn't teach how to build these interfaces, but that is supplementary rather than essential to the question."
"Will the course show how to make a Telegram/WhatsApp/Slack interface, or do I need to figure that part out myself?",7318a90b14,good,"The AI answer matches the ground truth: it says the course does not teach those interfaces and that the student must figure it out themselves, while also noting that any interface can be used. It omits some examples and the note about AI assistance, but the core meaning is preserved."
"What are people using to pull text out of PDFs for a RAG app, especially when the docs are messy or scanned?",d8b28c47a0,good,"The AI answer preserves the core content of the ground truth: it lists the same tools (docling, PyMuPDF/pymupdf4llm, unstructured, pytesseract/Tesseract OCR, hosted OCR like Mistral OCR) and includes the key advice to test a few on sample documents. It is semantically equivalent, though slightly less detailed and omits the extra pointer about chunking/prepare-documents-for-RAG, which is not essential to the question asked."
"Is there a tool the course recommends for extracting text from PDFs, or can I pick whatever works best?",d8b28c47a0,good,"The AI answer correctly states that the course does not prescribe a specific tool and lists the same recommended options as the ground truth, including the guidance to try a few on sample documents and choose the cleanest output. It omits minor explanatory details and the follow-up link about chunking, but that is not essential to the core question."
How do I handle scanned PDFs or image-only documents if I need the text for retrieval?,d8b28c47a0,good,"The AI answer captures the core guidance: use OCR for scanned/image-only PDFs, mentions pytesseract/Tesseract and hosted OCR like Mistral OCR, and notes other extraction tools (docling, PyMuPDF, unstructured). It is semantically aligned with the original, though it omits the explicit recommendation to try tools on sample documents and the link to the follow-up RAG prep guidance. Those omissions do not change the main answer."
"What’s a good OCR option for documents that don’t have a text layer, like scanned PDFs?",d8b28c47a0,good,"The AI answer correctly identifies pytesseract/Tesseract OCR as a good option for scanned or image-based PDFs without a text layer, and also mentions hosted OCR such as Mistral OCR. This matches the key points of the ground truth, though it omits other suggested tools. The omission is acceptable because the question asks for a good OCR option, not an exhaustive list."
Which extraction libraries or services should I try first for converting PDF documents into text or Markdown for RAG?,d8b28c47a0,good,"The AI answer matches the ground truth well. It includes the same recommended options: docling, pymupdf4llm/PyMuPDF, unstructured, pytesseract/Tesseract OCR for scanned PDFs, and hosted OCR such as Mistral OCR. It also preserves the advice to test a couple on sample documents and choose the cleanest output for the RAG pipeline. No key information is missing or contradicted."
"Can I reuse the workshop content in my own capstone project, or is it only for learning during the session?",d850a0e7ea,good,"The AI answer preserves the key point from the ground truth: the workshop content can be reused in a capstone project because dlt is open-source, and it can also be used in other Zoomcamp projects. This is semantically equivalent to the original answer."
"Is it okay to take what we learned about dlt and apply it to a different Zoomcamp project, like MLOps?",d850a0e7ea,good,"The AI answer preserves the key point: dlt can be used in other Zoomcamp projects, including MLOps. It also aligns with the open-source/capstone-project allowance, though it omits some detail about asking questions or using it directly. The core meaning is equivalent."
"Since dlt is open source, can I build on the workshop examples for my own work without any issues?",d850a0e7ea,good,"The AI answer preserves the key meaning of the ground truth: dlt is open-source, workshop content can be used in personal projects/capstones, including other Zoomcamp projects, and it explicitly notes you can use it directly. This is semantically equivalent."
Am I allowed to ask questions about the workshop materials and then use them directly in a project?,d850a0e7ea,good,"The AI answer preserves the core meaning of the ground truth: workshop materials may be used directly in a project, and questions are welcome. It omits the extra detail about dlt being open-source and examples like the MLOps Zoomcamp, but those are not necessary to answer the question."
Can I share or adapt the workshop resources for other projects outside this course?,d850a0e7ea,good,"The AI answer captures the main point that the workshop content can be used for your own projects and adapted for other Zoomcamps/capstone work, which matches the ground truth. The extra uncertainty about broader course resources is not contradicted by the original answer, which only addresses the workshop content. Overall semantically equivalent enough."
How do I initialize a fresh dlt project for loading data from a cloud source?,6bceeebf04,good,The AI answer matches the ground truth command exactly: `dlt init filesystem duckdb`. It also preserves the reference to the filesystem tutorial on dlthub.com. No key information is missing or incorrect.
What command should I run to start a new filesystem-to-duckdb dlt pipeline?,6bceeebf04,good,The AI answer exactly matches the ground truth command needed to start a new filesystem-to-duckdb dlt pipeline. No key information is missing.
"If I want to create a new dlt project for cloud file loading, what’s the first step?",6bceeebf04,good,"The AI answer gives the same first-step command as the ground truth. It matches the key information exactly, omitting only the optional extra directions link, which is fine."
How can I bootstrap a dlt setup that reads from a filesystem source and writes to DuckDB?,6bceeebf04,good,"The AI answer gives the same bootstrap command as the ground truth. It preserves the key instruction and is semantically equivalent, though it omits the extra reference link, which is not essential."
Is there a quick command to get a new dlt project going for cloud ingestion?,6bceeebf04,good,The AI answer matches the ground truth: it gives the same quick-start command `dlt init filesystem duckdb` and notes that more details are available in the filesystem tutorial on dlthub.com. This conveys the same key information.
Why do I get `Table notion_pages___homework does not exist` when I try to open the table?,0407213397,good,"The AI answer matches the ground truth exactly in meaning and wording, stating that not all instances of 'employee_handbook' were changed to 'homework' in the pipeline settings."
"I changed the table name to `notion_pages___homework`, but `db.open_table(...)` still fails — what am I missing?",0407213397,good,"The AI answer conveys the same key point as the ground truth: the issue is that not all instances of the old table name 'employee_handbook' were changed to 'homework' in the pipeline settings. It is semantically equivalent and correctly identifies the missing update, with only extra explanatory detail."
"What should I check if the pipeline says to call `db.create_table(notion_pages___homework, data)` first?",0407213397,good,The AI answer matches the ground truth exactly in meaning: it says the error means not all instances of 'employee_handbook' were changed to 'homework' in the pipeline settings. This is semantically equivalent and correctly addresses what to check.
Could this error happen because I didn’t rename every `employee_handbook` reference in the pipeline?,0407213397,good,The AI answer conveys the same meaning as the ground truth: the error can occur because not every 'employee_handbook' reference was changed to 'homework' in the pipeline settings. It preserves the key point accurately.
How do I fix the `FileNotFoundError` for `notion_pages___homework` in the dlt workshop?,0407213397,good,"The AI answer matches the ground truth: it says the error comes from not changing all instances of ""employee_handbook"" to ""homework"" in the pipeline settings. The extra wording is consistent and does not change the meaning."
Why am I getting FileNotFoundError: Table notion_pages___homework does not exist when I run main() in the dlt workshop?,e95bfafc0e,good,"The AI answer conveys the key fix from the ground truth: open the correct table with `db.open_table(""notion_pages___homework"")`. Although it adds extra speculation about replacing `employee_handbook`, the core answer is correct and semantically equivalent."
"How do I fix the error saying I should first call db.create_table(notion_pages___homework, data)?",e95bfafc0e,good,"The ground truth says to fix the issue by opening the correct table on line 3 using db.open_table(""notion_pages___homework""). The AI answer gives the same underlying fix: ensure the table name is consistently set to notion_pages___homework instead of an old name. Although it mentions pipeline settings and a different old example name, the core instruction matches the original answer."
"In line 3, what table name should I open for the homework notebook in the Notion ingestion example?",e95bfafc0e,good,"The AI answer correctly identifies the required table name for line 3: notion_pages___homework. Although it omits the surrounding code context db.open_table(...), it conveys the key information asked for and is semantically equivalent to the ground truth."
