question,answer_llm,answer_orig,document
Why does `st.session.submitted` get set back to `True` after I click a feedback button in Streamlit?,"Because something in your app is reassigning `st.session.submitted` back to `True` during the rerun triggered by the feedback button click.

In Streamlit, clicking a button causes the script to rerun from top to bottom, so if your code sets `st.session.submitted = True` anywhere in the normal execution path, it can overwrite the feedback-button state.

The issue is noted as solved in the linked Streamlit Discuss thread, so the exact fix is there:
https://discuss.streamlit.io/t/streamlit-session-attributes-reassigned-somewhere/76059/2?u=mohammed2

","Solved:

[Refer to the solution on Streamlit Discuss](https://discuss.streamlit.io/t/streamlit-session-attributes-reassigned-somewhere/76059/2?u=mohammed2)",2e729f1271
"In Streamlit, what’s the best way to disable +1/-1 buttons after the ask button submits text?","Use `st.session_state` to track whether feedback has already been given, and disable the +1/-1 buttons based on that flag after the user submits text.

In this course context, the specific issue with `st.session.submitted` being reassigned is **not solved directly in the text**; the suggested fix is to follow the referenced Streamlit Discuss solution:

- https://discuss.streamlit.io/t/streamlit-session-attributes-reassigned-somewhere/76059/2?u=mohammed2

So the best answer from the provided context is: **handle it with session state and use the linked Streamlit Discuss solution to prevent `submitted` from being reset.**","Solved:

[Refer to the solution on Streamlit Discuss](https://discuss.streamlit.io/t/streamlit-session-attributes-reassigned-somewhere/76059/2?u=mohammed2)",2e729f1271
My session attribute keeps being reassigned in Streamlit — where should I look for the fix?,I don't know.,"Solved:

[Refer to the solution on Streamlit Discuss](https://discuss.streamlit.io/t/streamlit-session-attributes-reassigned-somewhere/76059/2?u=mohammed2)",2e729f1271
Is there a known solution for `st.session.submitted` changing unexpectedly after feedback is clicked?,"Yes — there is a known solution. The issue with `st.session.submitted` being reassigned unexpectedly after feedback is clicked has been solved, and the answer points to a Streamlit Discuss thread:

https://discuss.streamlit.io/t/streamlit-session-attributes-reassigned-somewhere/76059/2?u=mohammed2","Solved:

[Refer to the solution on Streamlit Discuss](https://discuss.streamlit.io/t/streamlit-session-attributes-reassigned-somewhere/76059/2?u=mohammed2)",2e729f1271
"Why do I get ""streamlit: executable file not found in $PATH"" when I start my app with docker-compose, but it works normally outside Docker?","It usually happens because Docker Compose is not using the same app setup as your local environment. The fix is:

1. Make sure you have a `Dockerfile`.
2. Add `streamlit` to the `docker-compose` configuration.
3. Rebuild and start the app:

```bash
docker-compose up --build
```

This should ensure the `streamlit` executable is available inside the container.","To resolve this issue:

1. Ensure you have created a `Dockerfile`.
2. Add `streamlit` to the `docker-compose` configuration.
3. Run the following command to rebuild and start the application:

   ```bash
   docker-compose up --build
   ```",e8df9f0d12
What should I check in my Docker setup if docker-compose fails with an OCI runtime create error for a Streamlit app?,"Check that your setup includes:

- a **Dockerfile**
- `streamlit` listed in your **docker-compose** config
- then rebuild with:

```bash
docker-compose up --build
```

If it still fails, I don't know.","To resolve this issue:

1. Ensure you have created a `Dockerfile`.
2. Add `streamlit` to the `docker-compose` configuration.
3. Run the following command to rebuild and start the application:

   ```bash
   docker-compose up --build
   ```",e8df9f0d12
How can I fix the issue where Docker says it can't find the streamlit command when launching the container?,"To fix this, make sure you:

1. **Have a `Dockerfile`** in your project.
2. **Include `streamlit` in your `docker-compose` setup** so the container knows how to run it.
3. Rebuild and start the container with:

```bash
docker-compose up --build
```

If it still fails, I don't know.","To resolve this issue:

1. Ensure you have created a `Dockerfile`.
2. Add `streamlit` to the `docker-compose` configuration.
3. Run the following command to rebuild and start the application:

   ```bash
   docker-compose up --build
   ```",e8df9f0d12
Do I need a Dockerfile and some extra config in docker-compose to run Streamlit properly?,"Yes — based on the context, you should:

1. Create a `Dockerfile`
2. Add `streamlit` to your `docker-compose` configuration
3. Rebuild and start with:

```bash
docker-compose up --build
```

So, in this case, some extra Docker setup is needed for Streamlit to run properly in `docker-compose`.","To resolve this issue:

1. Ensure you have created a `Dockerfile`.
2. Add `streamlit` to the `docker-compose` configuration.
3. Run the following command to rebuild and start the application:

   ```bash
   docker-compose up --build
   ```",e8df9f0d12
What’s the right way to rebuild and start a Streamlit app after changing the Docker and docker-compose files?,"Use:

```bash
docker-compose up --build
```

This rebuilds the app after changes to the Dockerfile or `docker-compose` configuration and then starts it.","To resolve this issue:

1. Ensure you have created a `Dockerfile`.
2. Add `streamlit` to the `docker-compose` configuration.
3. Run the following command to rebuild and start the application:

   ```bash
   docker-compose up --build
   ```",e8df9f0d12
"Can the capstone be done as a group, or does each person need their own project?","The capstone is **individual**, not a group project.

You can **collaborate or discuss ideas** with others, but **each submitted project must stand on its own**. If a shared system is used, it must be split into **clearly independent parts**, with **one separate qualifying component and one separate repository per person**. If it can’t be evaluated independently for each participant, it doesn’t meet the requirement.","No, the capstone is an individual project.

You can collaborate or discuss a larger idea with other students, but each submitted project must stand on its own. A shared system can work only if it is clearly decomposed into independent projects, where each person has a separate qualifying component and a separate repository.

If the work cannot be evaluated independently for each participant, it does not satisfy the project requirement.",0fab61eca2
"If two students work on the same system, is that allowed for the capstone?","Yes, but only if the work is clearly separated.

The capstone is **individual**, not a group project. Two students can work on the same overall system **only if** it is decomposed into **independent projects**, and each person has:

- a **separate qualifying component**
- a **separate repository**

If the work can’t be evaluated independently for each student, then it **does not** meet the capstone requirement.","No, the capstone is an individual project.

You can collaborate or discuss a larger idea with other students, but each submitted project must stand on its own. A shared system can work only if it is clearly decomposed into independent projects, where each person has a separate qualifying component and a separate repository.

If the work cannot be evaluated independently for each participant, it does not satisfy the project requirement.",0fab61eca2
Can I discuss the project idea with classmates and still submit my own capstone?,"Yes. You can discuss a larger idea with classmates, but each capstone must be your own individual project and must be independently evaluable. If you use a shared system, it needs to be clearly split into separate independent parts, with a separate qualifying component and separate repository for each person.","No, the capstone is an individual project.

You can collaborate or discuss a larger idea with other students, but each submitted project must stand on its own. A shared system can work only if it is clearly decomposed into independent projects, where each person has a separate qualifying component and a separate repository.

If the work cannot be evaluated independently for each participant, it does not satisfy the project requirement.",0fab61eca2
What counts as an individual capstone if we build something together?,"The capstone is **individual**. So if you build something together, that shared build **would not count as the capstone** for each person.

You can still **work in a group** for the competition, but the **capstone itself must be your own individual attempt**.","No, the capstone is an individual project.

You can collaborate or discuss a larger idea with other students, but each submitted project must stand on its own. A shared system can work only if it is clearly decomposed into independent projects, where each person has a separate qualifying component and a separate repository.

If the work cannot be evaluated independently for each participant, it does not satisfy the project requirement.",0fab61eca2
"Do shared repos work for the capstone, or does every student need a separate submission?","Each student needs a separate, independently evaluable submission.

A shared repo can work only if it is clearly split into independent projects, with:
- a separate qualifying component for each person, and
- a separate repository for each person.

If the work can’t be evaluated independently for each participant, it does not satisfy the capstone requirement.","No, the capstone is an individual project.

You can collaborate or discuss a larger idea with other students, but each submitted project must stand on its own. A shared system can work only if it is clearly decomposed into independent projects, where each person has a separate qualifying component and a separate repository.

If the work cannot be evaluated independently for each participant, it does not satisfy the project requirement.",0fab61eca2
"Do I need to turn in two capstone projects, or is one enough?","You only need to submit **one** capstone project.

“Attempt #1” and “Attempt #2” are just two submission windows for the same project. If your first submission fails, you can improve it and resubmit in attempt #2.

If you want to submit **two** projects for extra experience, they must be **different datasets and problem statements**.","You only need to submit one project. If the submission at the first attempt fails, you can improve it and re-submit during the attempt#2 submission window.

- If you want to submit two projects for the experience and exposure, you must use different datasets and problem statements.
- If you can’t make it to the attempt#1 submission window, you still have time to catch up to meet the attempt#2 submission window.

Remember that the submission does not count towards the certification if you do not participate in the peer-review of three peers in your cohort.",d5fc98925d
What exactly do attempt #1 and attempt #2 mean for the project submission?,"Attempt #1 and attempt #2 are **two submission windows for the same capstone project**, not two required projects.

- **Attempt #1** = your first chance to submit the project.
- **Attempt #2** = a second chance to **resubmit an improved version** if the first submission doesn’t pass, or to submit later if you missed the first window.

So in normal cases, you **only submit one project**. If you want to submit **two different projects** for practice/exposure, they must use **different datasets and problem statements**.","You only need to submit one project. If the submission at the first attempt fails, you can improve it and re-submit during the attempt#2 submission window.

- If you want to submit two projects for the experience and exposure, you must use different datasets and problem statements.
- If you can’t make it to the attempt#1 submission window, you still have time to catch up to meet the attempt#2 submission window.

Remember that the submission does not count towards the certification if you do not participate in the peer-review of three peers in your cohort.",d5fc98925d
"If my first capstone submission doesn’t pass, can I fix it and send it again later?","Yes. If your first capstone submission fails, you can improve it and resubmit during the attempt #2 submission window.","You only need to submit one project. If the submission at the first attempt fails, you can improve it and re-submit during the attempt#2 submission window.

- If you want to submit two projects for the experience and exposure, you must use different datasets and problem statements.
- If you can’t make it to the attempt#1 submission window, you still have time to catch up to meet the attempt#2 submission window.

Remember that the submission does not count towards the certification if you do not participate in the peer-review of three peers in your cohort.",d5fc98925d
"Can I submit two different projects just for practice, and do they have to be on different datasets?","Yes — if you want to submit two projects for practice/exposure, they must use different datasets and problem statements.

But for the capstone itself, you only need to submit one project. If your first attempt fails, you can improve it and resubmit in attempt #2.","You only need to submit one project. If the submission at the first attempt fails, you can improve it and re-submit during the attempt#2 submission window.

- If you want to submit two projects for the experience and exposure, you must use different datasets and problem statements.
- If you can’t make it to the attempt#1 submission window, you still have time to catch up to meet the attempt#2 submission window.

Remember that the submission does not count towards the certification if you do not participate in the peer-review of three peers in your cohort.",d5fc98925d
"If I miss the first submission deadline, can I still join by the second window and count it toward certification?","Yes — if you miss the first capstone submission window, you can still catch up and submit during the second window.

To count toward certification, though, you also need to participate in peer review of three peers in your cohort.","You only need to submit one project. If the submission at the first attempt fails, you can improve it and re-submit during the attempt#2 submission window.

- If you want to submit two projects for the experience and exposure, you must use different datasets and problem statements.
- If you can’t make it to the attempt#1 submission window, you still have time to catch up to meet the attempt#2 submission window.

Remember that the submission does not count towards the certification if you do not participate in the peer-review of three peers in your cohort.",d5fc98925d
"Can I use the competition as my capstone project, or are they separate things?","No. The competition does **not** count as the capstone. They are separate things.

You can join the competition as a group if you want, but the **capstone must be an individual project** and should be submitted separately.","No, it does not. You can participate in the [math-kaggle-llm-competition](https://datatalks-club.slack.com/archives/C0791HB4A58) as a group if you want to form teams; but the capstone is an individual attempt.",e892d44e42
"Is the capstone meant to be done alone, or can we team up for it?","The capstone is meant to be done individually, not as a team project.

You can collaborate or discuss ideas with other students, but each submitted project must stand on its own and be independently evaluable. If a shared system is used, it has to be split into separate qualifying parts with separate repositories for each person.","No, it does not. You can participate in the [math-kaggle-llm-competition](https://datatalks-club.slack.com/archives/C0791HB4A58) as a group if you want to form teams; but the capstone is an individual attempt.",e892d44e42
"If I join the math-kaggle-llm-competition, does that automatically count toward my capstone?","No. The math-kaggle-llm-competition does **not** automatically count as your capstone. You can մասնակցate in it as a group if you want, but the capstone itself is an **individual** project.","No, it does not. You can participate in the [math-kaggle-llm-competition](https://datatalks-club.slack.com/archives/C0791HB4A58) as a group if you want to form teams; but the capstone is an individual attempt.",e892d44e42
"Are group submissions allowed for the capstone, or only for the competition?","Only for the competition. The capstone itself is an individual project, and each submitted project must stand on its own.","No, it does not. You can participate in the [math-kaggle-llm-competition](https://datatalks-club.slack.com/archives/C0791HB4A58) as a group if you want to form teams; but the capstone is an individual attempt.",e892d44e42
What's the difference between the capstone and the competition in terms of individual vs team work?,"The **capstone is individual**, while the **competition can be done in teams**.

So:
- **Capstone:** individual attempt only
- **Competition:** you may participate as a group if you want to form teams","No, it does not. You can participate in the [math-kaggle-llm-competition](https://datatalks-club.slack.com/archives/C0791HB4A58) as a group if you want to form teams; but the capstone is an individual attempt.",e892d44e42
How will my capstone project be graded in the course?,"Your capstone project will be graded by peer review:

- Each submitted project is evaluated by **three randomly assigned students** who also submitted the project.
- You will also need to **grade three fellow students’ projects**.
- Your **final grade is the median score** from the peer reviewers.
- If you don’t complete the required peer grading, you may **fail to receive the Certificate**.

","Each submitted project will be evaluated by three randomly assigned students who have also submitted the project.

You will also be responsible for grading the projects from three fellow students yourself. Please be aware that not complying with this rule implies you may fail to achieve the Certificate at the end of the course.

The final grade you receive will be the median score of the grades from the peer reviewers. The peer review criteria for evaluation must follow the guidelines defined here (TBA for link).",9a2e2d2008
Who actually reviews the capstone submission after I turn it in?,Your capstone submission is reviewed by **three randomly assigned students who also submitted the project**. You’ll also need to **review three fellow students’ projects** yourself.,"Each submitted project will be evaluated by three randomly assigned students who have also submitted the project.

You will also be responsible for grading the projects from three fellow students yourself. Please be aware that not complying with this rule implies you may fail to achieve the Certificate at the end of the course.

The final grade you receive will be the median score of the grades from the peer reviewers. The peer review criteria for evaluation must follow the guidelines defined here (TBA for link).",9a2e2d2008
Do I need to review other students' capstone projects too?,"Yes. After the submission deadline, you’ll be assigned 3 other students’ projects to review, and you’re responsible for grading them.","Each submitted project will be evaluated by three randomly assigned students who have also submitted the project.

You will also be responsible for grading the projects from three fellow students yourself. Please be aware that not complying with this rule implies you may fail to achieve the Certificate at the end of the course.

The final grade you receive will be the median score of the grades from the peer reviewers. The peer review criteria for evaluation must follow the guidelines defined here (TBA for link).",9a2e2d2008
What happens if I skip grading the other projects I'm assigned?,I don’t know.,"Each submitted project will be evaluated by three randomly assigned students who have also submitted the project.

You will also be responsible for grading the projects from three fellow students yourself. Please be aware that not complying with this rule implies you may fail to achieve the Certificate at the end of the course.

The final grade you receive will be the median score of the grades from the peer reviewers. The peer review criteria for evaluation must follow the guidelines defined here (TBA for link).",9a2e2d2008
Is the final project score based on an average or something else?,The final capstone grade is **not based on an average**. It is the **median score** of the grades given by the peer reviewers.,"Each submitted project will be evaluated by three randomly assigned students who have also submitted the project.

You will also be responsible for grading the projects from three fellow students yourself. Please be aware that not complying with this rule implies you may fail to achieve the Certificate at the end of the course.

The final grade you receive will be the median score of the grades from the peer reviewers. The peer review criteria for evaluation must follow the guidelines defined here (TBA for link).",9a2e2d2008
"After the project submission deadline, how will the review assignments be distributed to us?","After the submission deadline has passed, an Excel sheet will be shared, and each participant will be assigned 3 projects to review/grading.","After the submission deadline has passed, an Excel sheet will be shared with 3 projects being assigned to each participant.",eae0fb50aa
How many projects does each participant need to grade once the deadline is over?,Each participant will be assigned **3 projects** to grade.,"After the submission deadline has passed, an Excel sheet will be shared with 3 projects being assigned to each participant.",eae0fb50aa
"Will there be a list or sheet shared for the peer review assignments, and what will it include?","Yes. After the submission deadline passes, an Excel sheet will be shared assigning 3 projects to each participant. It will include the three randomly assigned projects you need to review.","After the submission deadline has passed, an Excel sheet will be shared with 3 projects being assigned to each participant.",eae0fb50aa
At what point do we get the projects for grading in the capstone project?,"After the submission deadline has passed, an Excel sheet will be shared with 3 projects assigned to each participant.","After the submission deadline has passed, an Excel sheet will be shared with 3 projects being assigned to each participant.",eae0fb50aa
How are the project review tasks assigned after submissions close?,"After submissions close, an Excel sheet is shared and each participant is assigned 3 projects to review. You can’t choose the projects yourself.","After the submission deadline has passed, an Excel sheet will be shared with 3 projects being assigned to each participant.",eae0fb50aa
"I already sent in my capstone project, but I still can’t see anything to review. Is that normal?","Yes, that’s normal. After you submit your capstone, you won’t be able to review anything until the submission deadline has passed and the projects are assigned to you for evaluation. You can’t choose projects or review them before the list is released.","Once the project submission deadline has passed, projects will be assigned to you for evaluation. You can't choose which projects to evaluate, and you can’t review before the list has been released.",a8a7fef016
"After the deadline, how do we get project reviews assigned to us?","After the submission deadline has passed, an Excel sheet will be shared with 3 projects assigned to each participant.","Once the project submission deadline has passed, projects will be assigned to you for evaluation. You can't choose which projects to evaluate, and you can’t review before the list has been released.",a8a7fef016
"Can I pick which student projects I want to evaluate, or is it automatic?","No, it’s automatic. Once the project submission deadline has passed, projects are assigned to you for evaluation, and you can’t choose which ones to review.","Once the project submission deadline has passed, projects will be assigned to you for evaluation. You can't choose which projects to evaluate, and you can’t review before the list has been released.",a8a7fef016
Why is the review list empty even though my submission is done?,"The review list is empty because peer-review assignments are only released **after the project submission deadline has passed and the list has been compiled**. Until then, you won’t see any projects to review.

If your submission is done, just wait for the review list to be released.","Once the project submission deadline has passed, projects will be assigned to you for evaluation. You can't choose which projects to evaluate, and you can’t review before the list has been released.",a8a7fef016
Do I have to wait until the project list is released before I can start reviewing?,"Yes. You can’t review before the list has been released. Once the project submission deadline has passed, projects will be assigned to you for evaluation.","Once the project submission deadline has passed, projects will be assigned to you for evaluation. You can't choose which projects to evaluate, and you can’t review before the list has been released.",a8a7fef016
Where can I look for project ideas and possible datasets for the capstone?,"Please check [this GitHub page](https://github.com/DataTalksClub/llm-zoomcamp/blob/main/project.md) for several ideas and datasets that could be used for the capstone, along with tips and guidelines.","Please check [this GitHub page](https://github.com/DataTalksClub/llm-zoomcamp/blob/main/project.md) for several ideas and datasets that could be used for the project, along with tips and guidelines.",e76a70cde3
Is there a page with some dataset suggestions and project inspiration for this assignment?,"Yes — check this GitHub page for project ideas, dataset suggestions, and guidelines:

https://github.com/DataTalksClub/llm-zoomcamp/blob/main/project.md","Please check [this GitHub page](https://github.com/DataTalksClub/llm-zoomcamp/blob/main/project.md) for several ideas and datasets that could be used for the project, along with tips and guidelines.",e76a70cde3
"I'm stuck on the capstone—do you have a link with ideas, data sources, and tips?","Yes — check this GitHub page for capstone ideas, datasets, tips, and guidelines:

https://github.com/DataTalksClub/llm-zoomcamp/blob/main/project.md","Please check [this GitHub page](https://github.com/DataTalksClub/llm-zoomcamp/blob/main/project.md) for several ideas and datasets that could be used for the project, along with tips and guidelines.",e76a70cde3
What’s the best place to find a few good project ideas plus usable datasets for the course project?,"Please check this GitHub page for several project ideas and usable datasets:

https://github.com/DataTalksClub/llm-zoomcamp/blob/main/project.md

It includes ideas, datasets, and some tips/guidelines for the course project.","Please check [this GitHub page](https://github.com/DataTalksClub/llm-zoomcamp/blob/main/project.md) for several ideas and datasets that could be used for the project, along with tips and guidelines.",e76a70cde3
"Can you point me to the GitHub page that lists project suggestions, datasets, and guidelines?","Yes — it’s this GitHub page:  
https://github.com/DataTalksClub/llm-zoomcamp/blob/main/project.md

It includes project ideas, datasets, and guidelines.","Please check [this GitHub page](https://github.com/DataTalksClub/llm-zoomcamp/blob/main/project.md) for several ideas and datasets that could be used for the project, along with tips and guidelines.",e76a70cde3
"Do I need Airflow, Mage, or Kestra for the capstone project, or is a simple Python script enough?","No — you do **not** need Airflow, Mage, or Kestra for the capstone project.

A **simple Python script** that ingests and indexes your data is enough for full points on the **ingestion pipeline** criterion. A Jupyter notebook with the same steps is also acceptable, but it’s worth **1 point instead of 2**.

Use an orchestrator only if it genuinely fits your project, for example if you need **recurring/daily ingestion**. Don’t add one just to satisfy the rubric.","No. A plain Python script that ingests and indexes your data is enough for full points on the ""ingestion pipeline"" criterion. A Jupyter notebook with the same steps is worth 1 point instead of 2.

Use an orchestrator only if it actually fits your project — for example, recurring ingestion of a feed that updates daily. Don't add one just to score the criterion.",d4f7c08ea1
Can I get full points on the ingestion pipeline part if I just use a plain Python script to load and index the data?,Yes. A plain Python script that ingests and indexes your data is enough for full points on the ingestion-pipeline criterion.,"No. A plain Python script that ingests and indexes your data is enough for full points on the ""ingestion pipeline"" criterion. A Jupyter notebook with the same steps is worth 1 point instead of 2.

Use an orchestrator only if it actually fits your project — for example, recurring ingestion of a feed that updates daily. Don't add one just to score the criterion.",d4f7c08ea1
"Is a Jupyter notebook acceptable for the capstone ingestion pipeline, and how many points would it get?","Yes. A Jupyter notebook is acceptable for the capstone ingestion pipeline, but it gets **1 point instead of 2**.","No. A plain Python script that ingests and indexes your data is enough for full points on the ""ingestion pipeline"" criterion. A Jupyter notebook with the same steps is worth 1 point instead of 2.

Use an orchestrator only if it actually fits your project — for example, recurring ingestion of a feed that updates daily. Don't add one just to score the criterion.",d4f7c08ea1
When does it make sense to use an orchestration tool in the capstone instead of just writing a script?,"It makes sense to use an orchestration tool in the capstone only if your project actually needs it — for example, if you have a feed that updates daily and you want recurring ingestion.

Otherwise, a plain Python script that ingests and indexes your data is enough for full points on the ingestion pipeline criterion. Don’t add an orchestrator just to meet the criterion.","No. A plain Python script that ingests and indexes your data is enough for full points on the ""ingestion pipeline"" criterion. A Jupyter notebook with the same steps is worth 1 point instead of 2.

Use an orchestrator only if it actually fits your project — for example, recurring ingestion of a feed that updates daily. Don't add one just to score the criterion.",d4f7c08ea1
"Should I add an orchestrator only to satisfy the project rubric, or only if my data really needs recurring ingestion?","Add an orchestrator only if it actually fits your project, such as recurring ingestion of a feed that updates daily. You do **not** need one just to satisfy the rubric. A plain Python script is enough for full points on the ingestion-pipeline criterion.","No. A plain Python script that ingests and indexes your data is enough for full points on the ""ingestion pipeline"" criterion. A Jupyter notebook with the same steps is worth 1 point instead of 2.

Use an orchestrator only if it actually fits your project — for example, recurring ingestion of a feed that updates daily. Don't add one just to score the criterion.",d4f7c08ea1
How can I evaluate a recommender-style RAG project if I don’t have obvious ground truth answers?,"You can evaluate it with two complementary methods:

1. Synthetic ground truth  
   - For each item in your dataset, ask an LLM to generate about 5 user queries that *should* return that item as the top result.  
   - Then run those queries through your retriever and measure metrics like hit rate, MRR, or NDCG.

2. LLM-as-a-judge  
   - Sample real or synthetic queries, run the full RAG pipeline, and have an LLM score the result using a fixed rubric, such as relevance/usefulness on a 1–5 scale.

If this is a recommender/ranking problem, NDCG is often a better fit than hit rate because it rewards good items appearing higher in the ranked list, even if the top item is not the only acceptable answer.","Two complementary approaches that both score for the evaluation criterion:

1. Synthetic ground truth (same idea as the course, adapted). For each item in your dataset, prompt the LLM with the item's description and ask it to generate ~5 user queries that should return that item as the top result. Then run those queries through your retrieval and measure hit rate / MRR / NDCG.

2. LLM-as-a-judge for end-to-end quality. Sample queries, run the full RAG, and have an LLM rate the result for relevance/usefulness on a fixed rubric (e.g. 1–5 scale, with criteria you specify in the prompt).

NDCG is often a better fit than hit-rate for ranking-style problems where multiple items are acceptable answers — it rewards getting good items high in the list, not just first.",9b0e2d6a47
What’s a good way to create synthetic test queries for a retrieval system when the dataset only has item descriptions?,"A good way is to use the item descriptions as prompts to an LLM and have it generate about 5 user queries per item that should retrieve that item as the top result. Then run those synthetic queries through your retrieval system and evaluate with metrics like hit rate, MRR, or NDCG.","Two complementary approaches that both score for the evaluation criterion:

1. Synthetic ground truth (same idea as the course, adapted). For each item in your dataset, prompt the LLM with the item's description and ask it to generate ~5 user queries that should return that item as the top result. Then run those queries through your retrieval and measure hit rate / MRR / NDCG.

2. LLM-as-a-judge for end-to-end quality. Sample queries, run the full RAG, and have an LLM rate the result for relevance/usefulness on a fixed rubric (e.g. 1–5 scale, with criteria you specify in the prompt).

NDCG is often a better fit than hit-rate for ranking-style problems where multiple items are acceptable answers — it rewards getting good items high in the list, not just first.",9b0e2d6a47
Can I use an LLM as a judge to score the quality of my RAG results end to end?,"Yes — you can use an LLM as a judge for end-to-end RAG evaluation.

The context suggests this approach:
- Sample queries
- Run the full RAG pipeline
- Have an LLM rate the final result for relevance/usefulness using a fixed rubric, for example a 1–5 scale with criteria you define in the prompt

So for end-to-end quality, LLM-as-a-judge is a valid evaluation method.","Two complementary approaches that both score for the evaluation criterion:

1. Synthetic ground truth (same idea as the course, adapted). For each item in your dataset, prompt the LLM with the item's description and ask it to generate ~5 user queries that should return that item as the top result. Then run those queries through your retrieval and measure hit rate / MRR / NDCG.

2. LLM-as-a-judge for end-to-end quality. Sample queries, run the full RAG, and have an LLM rate the result for relevance/usefulness on a fixed rubric (e.g. 1–5 scale, with criteria you specify in the prompt).

NDCG is often a better fit than hit-rate for ranking-style problems where multiple items are acceptable answers — it rewards getting good items high in the list, not just first.",9b0e2d6a47
"For ranking-style recommendations, should I use hit rate or something like NDCG, and why?","For ranking-style recommendations, **NDCG is usually a better fit than hit rate**.

**Why:**
- **Hit rate** only checks whether a relevant item appears anywhere in the top *k*.
- **NDCG** cares about the **position** of relevant items, so it rewards getting the best items **higher in the list**.
- That makes NDCG more appropriate when **multiple items are acceptable** and you want the ranking quality, not just a yes/no hit.

So in short: **use hit rate for a simple “did we retrieve something relevant?” check, and use NDCG when ranking order matters.**","Two complementary approaches that both score for the evaluation criterion:

1. Synthetic ground truth (same idea as the course, adapted). For each item in your dataset, prompt the LLM with the item's description and ask it to generate ~5 user queries that should return that item as the top result. Then run those queries through your retrieval and measure hit rate / MRR / NDCG.

2. LLM-as-a-judge for end-to-end quality. Sample queries, run the full RAG, and have an LLM rate the result for relevance/usefulness on a fixed rubric (e.g. 1–5 scale, with criteria you specify in the prompt).

NDCG is often a better fit than hit-rate for ranking-style problems where multiple items are acceptable answers — it rewards getting good items high in the list, not just first.",9b0e2d6a47
"How do I measure whether my retriever is returning the right item near the top, not just somewhere in the list?","Use **ranking metrics** that care about where the right item appears, not just whether it appears at all.

A good choice is **NDCG**:
- It rewards relevant items being placed **near the top** of the list.
- It’s better than hit-rate when you care about ranking quality.
- It’s especially useful if **multiple items could be acceptable**.

You can also look at:
- **MRR**: measures how early the first correct result appears
- **Hit rate**: checks whether the correct item appears anywhere in the top-k

If your goal is “right item near the top,” **NDCG is often the best fit**.","Two complementary approaches that both score for the evaluation criterion:

1. Synthetic ground truth (same idea as the course, adapted). For each item in your dataset, prompt the LLM with the item's description and ask it to generate ~5 user queries that should return that item as the top result. Then run those queries through your retrieval and measure hit rate / MRR / NDCG.

2. LLM-as-a-judge for end-to-end quality. Sample queries, run the full RAG, and have an LLM rate the result for relevance/usefulness on a fixed rubric (e.g. 1–5 scale, with criteria you specify in the prompt).

NDCG is often a better fit than hit-rate for ranking-style problems where multiple items are acceptable answers — it rewards getting good items high in the list, not just first.",9b0e2d6a47
"What chunking approach should I use first for a huge PDF corpus, and how do I know if it’s actually helping?","Start simple: use fixed-size chunking, around 1000 tokens with some overlap.

To know whether it’s helping, run a small ground-truth evaluation and compare retrieval metrics like hit rate or MRR. Then re-run the eval after each chunking change to see if the numbers improve.

For a huge PDF corpus, a good iteration path is:
1. Parse PDFs into clean markdown first.
2. Chunk with a simple fixed-size baseline.
3. Evaluate on a representative question set.
4. Try smarter section-based chunking or summaries.
5. Re-evaluate each time.

The goal is measurable improvement, not finding the “perfect” chunker upfront.","Don't try to find the perfect chunker upfront — iterate.

- Start simple: fixed-size chunking (~1000 tokens with some overlap) and run a small ground-truth eval.
- Try smart chunking: ask an LLM to split each document into logical sections, then index each section.
- Add a short LLM-generated summary per chunk and index it alongside, or use it to boost retrieval.
- For long, structured documents (legal, financial), prefer hybrid search (BM25 + dense) so exact wording isn't lost during semantic matching.

Useful tools for parsing PDFs to clean markdown before chunking:

- [`pymupdf4llm`](https://pypi.org/project/pymupdf4llm/) — fast, decent quality.
- [Docling](https://github.com/docling-project/docling) — slower but higher quality on tables/figures.
- [GROBID](https://github.com/kermitt2/grobid) — for academic papers, extracts structure (sections, refs, etc.).

Run the eval again after each change. The goal is measurable improvement on hit rate / MRR for your ground-truth set, not a ""perfect"" chunker in the abstract.",6f2a8b3d10
Is it worth asking an LLM to split documents into sections instead of using fixed-size chunks?,"Yes — it’s worth trying.

The context recommends starting with fixed-size chunks first, then trying “smart chunking” where you ask an LLM to split each document into logical sections and index those sections. The key advice is to iterate and evaluate on a small ground-truth set, measuring whether hit rate / MRR improves.

So: start simple, then compare against LLM-based sectioning to see if it actually performs better for your corpus.","Don't try to find the perfect chunker upfront — iterate.

- Start simple: fixed-size chunking (~1000 tokens with some overlap) and run a small ground-truth eval.
- Try smart chunking: ask an LLM to split each document into logical sections, then index each section.
- Add a short LLM-generated summary per chunk and index it alongside, or use it to boost retrieval.
- For long, structured documents (legal, financial), prefer hybrid search (BM25 + dense) so exact wording isn't lost during semantic matching.

Useful tools for parsing PDFs to clean markdown before chunking:

- [`pymupdf4llm`](https://pypi.org/project/pymupdf4llm/) — fast, decent quality.
- [Docling](https://github.com/docling-project/docling) — slower but higher quality on tables/figures.
- [GROBID](https://github.com/kermitt2/grobid) — for academic papers, extracts structure (sections, refs, etc.).

Run the eval again after each change. The goal is measurable improvement on hit rate / MRR for your ground-truth set, not a ""perfect"" chunker in the abstract.",6f2a8b3d10
